ABW,1999,,57.73196029663090000000,53.94190979003910000000
ABW,2000,13.18124008178710000000,66.05838775634770000000,60.64638900756840000000
ABW,2001,12.65355968475340000000,65.27777862548830000000,60.56510925292970000000
ABW,2002,13.88191032409670000000,63.42412185668950000000,60.42713928222660000000
ABW,2003,12.14115047454830000000,77.27272796630850000000,59.33013916015630000000
ABW,2004,13.49765014648440000000,74.09091186523440000000,60.21126937866210000000
ABW,2005,12.96296024322510000000,63.26530838012700000000,59.78158187866210000000
ABW,2006,13.27602958679200000000,70.00000000000000000000,60.31518936157230000000
ABW,2007,17.29390907287600000000,50.00000000000000000000,58.42293930053710000000
ABW,2008,15.12042999267580000000,57.69231033325200000000,58.02854919433590000000
ABW,2009,20.49180030822750000000,71.92981719970700000000,58.33332824707030000000
ABW,2010,19.18454933166500000000,67.05426025390630000000,57.21030044555660000000
ABW,2011,21.16613006591800000000,61.82336044311520000000,58.02716064453130000000
ABW,2012,21.21327972412110000000,65.21739196777340000000,58.10758972167970000000
ABW,2013,51.56647109985350000000,,67.31582641601560000000
ABW,2014,50.44533920288090000000,79.37220001220700000000,68.17813873291020000000
ABW,2015,53.94511032104490000000,72.53520965576170000000,68.35334014892580000000
AFG,1970,,,14.67926025390630000000
AFG,1972,,11.86114025115970000000,13.34420013427730000000
AFG,1973,,9.98676967620850000000,15.44353961944580000000
AFG,1974,,9.61717987060547000000,13.64548969268800000000
AFG,1975,,10.64542961120610000000,13.71572971343990000000
AFG,1976,,9.29512023925781000000,13.72589969635010000000
AFG,1977,,9.29512023925781000000,20.35053062438960000000
AFG,1978,,16.01144027709960000000,18.55763053894040000000
AFG,1979,,,15.18673038482670000000
AFG,1986,,52.74724960327150000000,14.00520038604740000000
AFG,1990,,49.27954101562500000000,30.69494056701660000000
AFG,2003,,,20.38838958740230000000
AFG,2004,,,20.38845062255860000000
AFG,2006,,24.15213966369630000000,
AFG,2007,,22.95129966735830000000,
AFG,2008,,16.74217987060550000000,
AFG,2009,,19.23517036437990000000,18.03120040893550000000
AFG,2011,1.33123004436493000000,,24.26771926879880000000
AFG,2014,41.78313827514650000000,18.30557060241700000000,20.39493942260740000000
AGO,1990,,,16.44643020629880000000
AGO,1998,,,41.08192062377920000000
AGO,1999,,45.87813949584960000000,39.00574111938480000000
AGO,2002,32.36510848999020000000,40.69766998291020000000,39.86153030395510000000
AGO,2003,33.22887039184570000000,,
AGO,2004,34.53005981445310000000,,
AGO,2005,33.22887039184570000000,,
AGO,2006,33.92819976806640000000,,
AGO,2011,44.23101043701170000000,,27.38833999633790000000
AGO,2013,57.68637847900390000000,48.04016113281250000000,44.86668014526370000000
AGO,2015,55.12878036499020000000,,44.50658035278320000000
ALB,1971,,30.88975906372070000000,32.49047851562500000000
ALB,1972,,,32.38454055786130000000
ALB,1978,,,44.35522079467770000000
ALB,1979,,39.71390151977540000000,
ALB,1981,,,49.56755065917970000000
ALB,1983,,,47.71429061889650000000
ALB,1984,,51.31578826904300000000,46.41585922241210000000
ALB,1985,,,45.00822067260740000000
ALB,1986,,51.13916015625000000000,45.44215011596670000000
ALB,1987,,44.87992858886720000000,47.51148986816410000000
ALB,1988,,46.54882049560550000000,49.38613891601560000000
ALB,1989,,46.62921142578130000000,50.26388168334960000000
ALB,1990,,49.03556060791020000000,51.26329040527340000000
ALB,1991,,56.36743164062500000000,51.34553909301760000000
ALB,1992,,,51.90885925292970000000
ALB,1993,,57.81250000000000000000,50.64558029174800000000
ALB,1994,,54.65649032592770000000,53.23505020141600000000
ALB,1995,,53.14155960083010000000,52.66669082641600000000
ALB,1996,,,53.75257873535160000000
ALB,1997,,52.74382019042970000000,56.56069946289060000000
ALB,1998,,63.61045837402340000000,56.72943115234380000000
ALB,1999,,65.34900665283200000000,59.82027053833010000000
ALB,2000,,66.94825744628910000000,59.85544967651370000000
ALB,2001,,68.60112762451170000000,61.35490036010740000000
ALB,2002,,69.31817626953130000000,61.96395111083980000000
ALB,2003,0.00000000000000000000,72.39523315429690000000,62.33945083618160000000
ALB,2004,0.76394999027252100000,69.13072967529300000000,61.95721817016600000000
ALB,2005,1.55397999286652000000,70.87226867675780000000,60.27474975585940000000
ALB,2006,2.29573988914490000000,71.81511688232420000000,58.16822052001950000000
ALB,2007,6.63227987289429000000,69.15122222900390000000,58.04428100585940000000
ALB,2008,10.49158000946040000000,64.42215728759770000000,56.26448822021480000000
ALB,2009,14.32697010040280000000,57.56533813476560000000,56.48546981811520000000
ALB,2010,19.13656997680660000000,64.47357177734380000000,55.65373992919920000000
ALB,2011,20.28070068359380000000,63.34722137451170000000,55.39714050292970000000
ALB,2012,21.50099945068360000000,,55.50209045410160000000
ALB,2013,19.37652015686040000000,64.95635986328130000000,55.86809158325200000000
ALB,2014,17.89908027648930000000,65.77369689941410000000,56.54790115356450000000
ALB,2015,15.01803016662600000000,64.32939147949220000000,56.71194839477540000000
AND,2002,,68.96552276611330000000,49.81272888183590000000
AND,2003,,48.64865112304690000000,48.69281005859380000000
AND,2004,,48.88888931274410000000,48.64048004150390000000
AND,2005,,47.61904907226560000000,50.87718963623050000000
AND,2006,,30.95237922668460000000,53.11721038818360000000
AND,2008,,47.61904907226560000000,57.51633834838870000000
AND,2012,,76.82926940917970000000,60.89612960815420000000
AND,2013,5.20446014404297000000,77.38095092773440000000,58.92192840576170000000
AND,2014,6.22489976882935000000,63.88888931274410000000,57.22891998291020000000
AND,2015,10.97803974151610000000,59.57447052001950000000,57.68463134765630000000
ARB,1970,,,35.00830078125000000000
ARB,1971,,,34.79560852050780000000
